time,time_local,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2021-03-20 23:00:00,2021-03-21 00:00:00,2.1,-3.8,65,0,,230,24,31,1018.9,0,4
2021-03-21 00:00:00,2021-03-21 01:00:00,3.1,-2.8,65,0,0,240,24,35,1017.7,0,4
2021-03-21 01:00:00,2021-03-21 02:00:00,3.1,-2.8,65,0,,240,24,35,1016.8,0,4
2021-03-21 02:00:00,2021-03-21 03:00:00,3.1,-0.9,75,0,,250,26,38,1015.6,0,4
2021-03-21 03:00:00,2021-03-21 04:00:00,3.1,1.1,87,0,,250,24,37,1014.6,0,7
2021-03-21 04:00:00,2021-03-21 05:00:00,3.1,2.1,93,0,,250,21,33,1013.7,0,7
2021-03-21 05:00:00,2021-03-21 06:00:00,3.1,3.1,100,0,,240,22,33,1012.6,0,7
2021-03-21 06:00:00,2021-03-21 07:00:00,4.1,3.1,93,0.1,0,260,26,35,1012,0,7
2021-03-21 07:00:00,2021-03-21 08:00:00,4.1,4.1,100,0.3,,260,24,36,1011.6,0,7
2021-03-21 08:00:00,2021-03-21 09:00:00,5.1,5.1,100,0.7,,270,28,40,1011.3,0,7
2021-03-21 09:00:00,2021-03-21 10:00:00,6.1,5.1,93,0.2,,280,26,41,1011,0,7
2021-03-21 10:00:00,2021-03-21 11:00:00,6.1,4.1,87,0,,290,30,45,1011.5,0,4
2021-03-21 11:00:00,2021-03-21 12:00:00,5.1,4.1,93,0,,290,32,44,1012,0,7
2021-03-21 12:00:00,2021-03-21 13:00:00,6.1,3.1,81,0,0,320,24,44,1012.7,0,4
2021-03-21 13:00:00,2021-03-21 14:00:00,7.1,3.2,76,0,,310,24,38,1012.6,1,4
2021-03-21 14:00:00,2021-03-21 15:00:00,9.1,2.2,62,0,,330,22,42,1012.3,31,3
2021-03-21 15:00:00,2021-03-21 16:00:00,10.1,0.1,50,0,,330,26,43,1012.5,28,3
2021-03-21 16:00:00,2021-03-21 17:00:00,9.1,-2.8,43,0,,350,26,42,1013,30,3
2021-03-21 17:00:00,2021-03-21 18:00:00,8.1,-6.8,34,0,,330,24,49,1013.6,30,3
2021-03-21 18:00:00,2021-03-21 19:00:00,7.1,-5.9,39,0,0,340,22,35,1014.3,0,3
2021-03-21 19:00:00,2021-03-21 20:00:00,6.1,-3.8,49,0,,330,21,36,1015.3,0,3
2021-03-21 20:00:00,2021-03-21 21:00:00,5.1,-3,56,0,,330,15,33,1015.9,0,2
2021-03-21 21:00:00,2021-03-21 22:00:00,5.1,-3,56,0,,320,13,22,1016.2,0,3
2021-03-21 22:00:00,2021-03-21 23:00:00,3.1,-2.8,65,0,,310,13,18,1016.4,0,2
2021-03-21 23:00:00,2021-03-22 00:00:00,3.1,-4.8,56,0,,310,13,22,1016.7,0,1
2021-03-22 00:00:00,2021-03-22 01:00:00,3.1,-4.8,56,0,0,320,5,15,1017.2,0,2
2021-03-22 01:00:00,2021-03-22 02:00:00,-0.9,-4.9,74,0,,270,15,17,1017.3,0,2
2021-03-22 02:00:00,2021-03-22 03:00:00,-0.9,-4.9,74,0,,270,11,13,1017,0,3
2021-03-22 03:00:00,2021-03-22 04:00:00,-0.9,-3.9,80,0,,290,11,16,1017.1,0,2
2021-03-22 04:00:00,2021-03-22 05:00:00,0.1,-2.9,80,0,,290,9,15,1017.4,0,2
2021-03-22 05:00:00,2021-03-22 06:00:00,0.1,-2,86,0,,290,13,17,1017.9,0,2
2021-03-22 06:00:00,2021-03-22 07:00:00,0.1,-0.9,93,0,0,290,9,17,1018.3,14,3
2021-03-22 07:00:00,2021-03-22 08:00:00,2.1,0.2,87,0,,310,13,18,1018.9,60,3
2021-03-22 08:00:00,2021-03-22 09:00:00,5.1,-1.8,61,0,,340,13,21,1019.4,60,3
2021-03-22 09:00:00,2021-03-22 10:00:00,7.1,-1.8,53,0,,340,11,21,1019.8,60,3
2021-03-22 10:00:00,2021-03-22 11:00:00,8.1,-2.8,46,0,,340,15,25,1019.9,60,3
2021-03-22 11:00:00,2021-03-22 12:00:00,9.1,-4.8,37,0,,350,13,26,1019.9,60,2
2021-03-22 12:00:00,2021-03-22 13:00:00,9.1,-5.9,34,0,0,330,17,28,1020,60,2
2021-03-22 13:00:00,2021-03-22 14:00:00,10.1,-5.1,34,0,,330,15,31,1019.6,59,3
2021-03-22 14:00:00,2021-03-22 15:00:00,9.1,-4.8,37,0,,310,15,43,1019.6,21,3
2021-03-22 15:00:00,2021-03-22 16:00:00,10.1,-5.9,32,0,,320,15,30,1019.5,30,3
2021-03-22 16:00:00,2021-03-22 17:00:00,9.1,-4.8,37,0,,280,13,24,1019.4,40,3
2021-03-22 17:00:00,2021-03-22 18:00:00,9.1,-2.8,43,0,,280,17,25,1019.7,41,2
2021-03-22 18:00:00,2021-03-22 19:00:00,7.1,-2.9,49,0,0,280,13,21,1020.4,0,1
2021-03-22 19:00:00,2021-03-22 20:00:00,4.1,-1.9,65,0,,270,11,15,1021.1,0,1
2021-03-22 20:00:00,2021-03-22 21:00:00,3.1,-2.8,65,0,,250,13,15,1021.4,0,2
2021-03-22 21:00:00,2021-03-22 22:00:00,2.1,-2.8,70,0,,270,11,15,1021.4,0,4
2021-03-22 22:00:00,2021-03-22 23:00:00,5.1,-0.9,65,0,,270,11,15,1021.4,0,4
2021-03-22 23:00:00,2021-03-23 00:00:00,5.1,1,75,0,,270,13,15,1021.5,0,4
2021-03-23 00:00:00,2021-03-23 01:00:00,6.1,2.2,76,0,0,290,17,24,1021.5,0,4
2021-03-23 01:00:00,2021-03-23 02:00:00,6.1,3.1,81,0,,300,18,31,1021.8,0,4
2021-03-23 02:00:00,2021-03-23 03:00:00,5.1,4.1,93,0,,280,17,26,1021.8,0,4
2021-03-23 03:00:00,2021-03-23 04:00:00,5.1,3.1,87,0,,290,17,27,1021.9,0,4
2021-03-23 04:00:00,2021-03-23 05:00:00,5.1,3.1,87,0,,290,17,26,1022.3,0,4
2021-03-23 05:00:00,2021-03-23 06:00:00,5.1,3.1,87,0,,290,17,28,1022.4,0,4
2021-03-23 06:00:00,2021-03-23 07:00:00,5.1,3.1,87,0,0,290,17,24,1022.7,0,4
2021-03-23 07:00:00,2021-03-23 08:00:00,5.1,3.1,87,0,,290,17,28,1023,0,4
2021-03-23 08:00:00,2021-03-23 09:00:00,5.1,3.1,87,0,,290,15,24,1023.4,0,7
2021-03-23 09:00:00,2021-03-23 10:00:00,6.1,3.1,81,0.1,,310,15,23,1023.9,0,7
2021-03-23 10:00:00,2021-03-23 11:00:00,6.1,2.2,76,0,,310,15,24,1024.3,0,4
2021-03-23 11:00:00,2021-03-23 12:00:00,6.1,2.2,76,0,,310,15,21,1024.4,0,4
2021-03-23 12:00:00,2021-03-23 13:00:00,7.1,2.2,71,0,0,280,15,21,1024.2,0,4
2021-03-23 13:00:00,2021-03-23 14:00:00,8.1,1,61,0,,280,17,22,1023.9,0,4
2021-03-23 14:00:00,2021-03-23 15:00:00,7.1,2.2,71,0,,250,15,26,1023.7,0,4
2021-03-23 15:00:00,2021-03-23 16:00:00,7.1,2.2,71,0,,290,17,30,1023.7,0,4
2021-03-23 16:00:00,2021-03-23 17:00:00,7.1,3.2,76,0,,290,17,30,1023.7,0,4
2021-03-23 17:00:00,2021-03-23 18:00:00,6.1,3.1,81,0,,280,13,24,1023.8,0,4
2021-03-23 18:00:00,2021-03-23 19:00:00,6.1,3.1,81,0,0,270,8,17,1024.3,0,4
