time,time_local,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2021-03-27 23:00:00,2021-03-28 00:00:00,2.1,0.2,87,0,,250,18,26,1026.3,0,2
2021-03-28 00:00:00,2021-03-28 01:00:00,1.2,-0.1,91,0,0,250,17,21,1026.8,0,1
2021-03-28 01:00:00,2021-03-28 03:00:00,1.1,0.1,93,0,,230,15,21,1026.8,0,1
2021-03-28 03:00:00,2021-03-28 05:00:00,1.1,0.1,93,0,,230,15,21,1027.3,0,1
2021-03-28 04:00:00,2021-03-28 06:00:00,1.2,-0.4,89,0,,230,15,21,1027.8,0,1
2021-03-28 05:00:00,2021-03-28 07:00:00,1.1,-0.8,87,0,,220,17,21,1027.9,0,3
2021-03-28 06:00:00,2021-03-28 08:00:00,1.1,-0.8,87,0,0,210,15,22,1028,1,3
2021-03-28 07:00:00,2021-03-28 09:00:00,3.1,0.2,81,0,,220,15,22,1028.2,50,3
2021-03-28 08:00:00,2021-03-28 10:00:00,6,1.3,72,0,,210,17,24,1028.1,58,3
2021-03-28 09:00:00,2021-03-28 11:00:00,7.1,1.2,66,0,,230,21,31,1028.2,42,4
2021-03-28 10:00:00,2021-03-28 12:00:00,10.1,1.2,54,0,,220,24,31,1027.8,45,4
2021-03-28 11:00:00,2021-03-28 13:00:00,11.1,1.1,50,0,,230,26,42,1027.6,48,3
2021-03-28 12:00:00,2021-03-28 14:00:00,12.2,1.2,47,0,0,230,32,42,1027.2,50,3
2021-03-28 13:00:00,2021-03-28 15:00:00,12.1,1.1,47,0,,230,32,46,1026.9,21,3
2021-03-28 14:00:00,2021-03-28 16:00:00,11.1,2.1,54,0,,230,26,41,1026.6,25,3
2021-03-28 15:00:00,2021-03-28 17:00:00,11.1,3.1,58,0,,220,26,39,1026.5,0,3
2021-03-28 16:00:00,2021-03-28 18:00:00,11.7,2.7,54,0,,220,27,39,1026.3,0,4
2021-03-28 17:00:00,2021-03-28 19:00:00,11.1,2.1,54,0,,220,21,33,1026,0,4
2021-03-28 18:00:00,2021-03-28 20:00:00,11.1,4.1,62,0,0,210,15,33,1026.2,0,7
2021-03-28 19:00:00,2021-03-28 21:00:00,10.1,4,66,0,,240,18,33,1026.8,0,7
2021-03-28 20:00:00,2021-03-28 22:00:00,9.6,4.8,72,0,,240,12,21,1026.8,0,4
2021-03-28 21:00:00,2021-03-28 23:00:00,9.1,4.1,71,0,,210,9,13,1026.7,0,4
2021-03-28 22:00:00,2021-03-29 00:00:00,9.1,5.1,76,0,,220,11,17,1026.8,0,4
2021-03-28 23:00:00,2021-03-29 01:00:00,10.1,4,66,0,,230,11,18,1026.8,0,4
2021-03-29 00:00:00,2021-03-29 02:00:00,10.3,3.6,63,0,0,220,13,17,1026.9,0,4
2021-03-29 01:00:00,2021-03-29 03:00:00,10.1,3.2,62,0,,230,17,22,1026.8,0,4
2021-03-29 02:00:00,2021-03-29 04:00:00,10.1,3.2,62,0,,220,18,22,1026.7,0,4
2021-03-29 03:00:00,2021-03-29 05:00:00,9.1,3.1,66,0,,230,17,22,1026.6,0,3
2021-03-29 04:00:00,2021-03-29 06:00:00,10,3.9,66,0,,220,17,22,1026.8,0,4
2021-03-29 05:00:00,2021-03-29 07:00:00,9.1,4.1,71,0,,200,15,18,1026.8,0,4
2021-03-29 06:00:00,2021-03-29 08:00:00,10.1,4,66,0,0,190,17,21,1027.1,0,7
2021-03-29 07:00:00,2021-03-29 09:00:00,11.1,4.1,62,0,,210,22,31,1027.3,0,4
2021-03-29 08:00:00,2021-03-29 10:00:00,12.6,4.6,58,0,,220,22,34,1027.3,0,4
2021-03-29 09:00:00,2021-03-29 11:00:00,13.1,4,54,0,,230,26,36,1027.5,0,4
2021-03-29 10:00:00,2021-03-29 12:00:00,14.1,4.1,51,0,,230,30,40,1027.5,0,4
2021-03-29 11:00:00,2021-03-29 13:00:00,16.1,4.2,45,0,,230,32,47,1027.3,20,4
2021-03-29 12:00:00,2021-03-29 14:00:00,15.7,5,49,0,0,230,27,41,1027.1,0,4
2021-03-29 13:00:00,2021-03-29 15:00:00,17.1,4.1,42,0,,240,30,46,1026.8,36,3
2021-03-29 14:00:00,2021-03-29 16:00:00,18.1,5,42,0,,230,26,41,1026.6,56,2
2021-03-29 15:00:00,2021-03-29 17:00:00,18.1,5,42,0,,230,26,36,1026.3,49,3
2021-03-29 16:00:00,2021-03-29 18:00:00,18.3,6.2,45,0,,220,23,33,1026.1,50,3
2021-03-29 17:00:00,2021-03-29 19:00:00,18.1,6,45,0,,260,18,25,1026.2,31,3
2021-03-29 18:00:00,2021-03-29 20:00:00,16.1,5.1,48,0,0,250,17,28,1026.8,10,3
2021-03-29 19:00:00,2021-03-29 21:00:00,14.1,5.2,55,0,,250,15,21,1027.5,0,3
2021-03-29 20:00:00,2021-03-29 22:00:00,11.9,4.9,62,0,,250,15,18,1028,0,2
2021-03-29 21:00:00,2021-03-29 23:00:00,11.1,4.1,62,0,,250,13,17,1028.4,0,2
2021-03-29 22:00:00,2021-03-30 00:00:00,10.1,5.1,71,0,,270,13,17,1028.7,0,1
2021-03-29 23:00:00,2021-03-30 01:00:00,10.1,4,66,0,,260,9,13,1028.9,0,1
2021-03-30 00:00:00,2021-03-30 02:00:00,9.6,4.2,69,0,0,240,10,13,1029.3,0,1
2021-03-30 01:00:00,2021-03-30 03:00:00,9.1,3.1,66,0,,240,9,11,1029.4,0,3
2021-03-30 02:00:00,2021-03-30 04:00:00,8.1,3.2,71,0,,260,8,11,1029.6,0,3
2021-03-30 03:00:00,2021-03-30 05:00:00,7.1,3.2,76,0,,270,5,8,1029.9,0,4
2021-03-30 04:00:00,2021-03-30 06:00:00,7.7,3.2,73,0,,250,4,5,1030,0,2
2021-03-30 05:00:00,2021-03-30 07:00:00,6.1,2.2,76,0,,210,4,5,1030.3,0,2
2021-03-30 06:00:00,2021-03-30 08:00:00,9.1,4.1,71,0,0,230,8,9,1030.5,25,2
2021-03-30 07:00:00,2021-03-30 09:00:00,12.1,4.1,58,0,,250,9,14,1030.9,60,1
2021-03-30 08:00:00,2021-03-30 10:00:00,14.6,3.4,47,0,,270,14,22,1031.1,60,1
2021-03-30 09:00:00,2021-03-30 11:00:00,16.1,4.2,45,0,,270,15,24,1031.2,60,1
2021-03-30 10:00:00,2021-03-30 12:00:00,18.1,5,42,0,,290,17,26,1031.1,60,1
2021-03-30 11:00:00,2021-03-30 13:00:00,19.1,6.2,43,0,,280,17,26,1030.7,60,1
2021-03-30 12:00:00,2021-03-30 14:00:00,20.2,5.8,39,0,0,270,17,27,1030.1,60,1
2021-03-30 13:00:00,2021-03-30 15:00:00,21.1,4.2,33,0,,270,17,26,1029.5,60,1
2021-03-30 14:00:00,2021-03-30 16:00:00,21.1,5.1,35,0,,270,17,28,1029,60,1
2021-03-30 15:00:00,2021-03-30 17:00:00,21.1,6.2,38,0,,280,18,28,1028.7,60,1
2021-03-30 16:00:00,2021-03-30 18:00:00,21.1,7.3,41,0,,280,15,24,1028.3,60,1
2021-03-30 17:00:00,2021-03-30 19:00:00,20.1,7.1,43,0,,300,9,18,1028.1,60,1
2021-03-30 18:00:00,2021-03-30 20:00:00,18.1,7.2,49,0,0,310,8,9,1028.2,12,1
2021-03-30 19:00:00,2021-03-30 21:00:00,15.1,7.2,59,0,,200,2,6,1028.3,0,1
2021-03-30 20:00:00,2021-03-30 22:00:00,13.2,7.6,69,0,,230,3,4,1028.2,0,1
2021-03-30 21:00:00,2021-03-30 23:00:00,11.1,7,76,0,,270,2,5,1028.2,0,1
2021-03-30 22:00:00,2021-03-31 00:00:00,10.1,7.2,82,0,,210,4,5,1028,0,1
2021-03-30 23:00:00,2021-03-31 01:00:00,8.1,6.1,87,0,,180,2,5,1027.6,0,1
2021-03-31 00:00:00,2021-03-31 02:00:00,8.8,6.6,86,0,0,240,2,5,1027.5,0,1
2021-03-31 01:00:00,2021-03-31 03:00:00,7.1,6,93,0,,190,2,4,1027,0,1
2021-03-31 02:00:00,2021-03-31 04:00:00,7.1,5.1,87,0,,230,4,5,1027,0,1
2021-03-31 03:00:00,2021-03-31 05:00:00,5.1,5.1,100,0,,120,4,4,1026.7,0,1
2021-03-31 04:00:00,2021-03-31 06:00:00,4.7,4,95,0,,110,3,5,1026.5,0,1
2021-03-31 05:00:00,2021-03-31 07:00:00,5.1,5.1,100,0,,160,4,8,1026.2,0,1
2021-03-31 06:00:00,2021-03-31 08:00:00,7.1,5.1,87,0,0,180,8,10,1025.6,33,1
2021-03-31 07:00:00,2021-03-31 09:00:00,11.1,7,76,0,,160,4,9,1025.5,60,1
2021-03-31 08:00:00,2021-03-31 10:00:00,14.2,6.8,61,0,,180,4,8,1025.4,60,1
2021-03-31 09:00:00,2021-03-31 11:00:00,17.1,7.2,52,0,,180,5,11,1025.2,60,1
2021-03-31 10:00:00,2021-03-31 12:00:00,19.1,5.2,40,0,,190,5,12,1024.7,60,1
2021-03-31 11:00:00,2021-03-31 13:00:00,21.1,6.2,38,0,,200,9,17,1023.9,60,2
2021-03-31 12:00:00,2021-03-31 14:00:00,22,5.4,34,0,0,200,7,18,1023,60,2
2021-03-31 13:00:00,2021-03-31 15:00:00,23.1,4.1,29,0,,230,9,21,1022.1,60,2
2021-03-31 14:00:00,2021-03-31 16:00:00,23.1,2,25,0,,200,13,22,1021.4,60,2
2021-03-31 15:00:00,2021-03-31 17:00:00,23.1,0.8,23,0,,210,13,21,1020.6,60,2
2021-03-31 16:00:00,2021-03-31 18:00:00,22.8,2.3,26,0,,220,11,21,1019.9,60,2
2021-03-31 17:00:00,2021-03-31 19:00:00,21.1,1.9,28,0,,230,13,17,1019.3,60,2
2021-03-31 18:00:00,2021-03-31 20:00:00,18.1,2,34,0,0,200,5,15,1019.1,14,1
2021-03-31 19:00:00,2021-03-31 21:00:00,15.1,3.3,45,0,,160,4,11,1019,0,1
2021-03-31 20:00:00,2021-03-31 22:00:00,15.1,4.2,48,0,,190,4,8,1018.9,0,1
2021-03-31 21:00:00,2021-03-31 23:00:00,12.1,4.1,58,0,,230,4,8,1018.6,0,1
2021-03-31 22:00:00,2021-04-01 00:00:00,10.1,3.2,62,0,,190,5,8,1018.3,0,1
2021-03-31 23:00:00,2021-04-01 01:00:00,9.1,3.1,66,0,,180,5,5,1018.1,0,1
2021-04-01 00:00:00,2021-04-01 02:00:00,8.6,3,68,0,,180,6,9,1017.7,0,1
2021-04-01 01:00:00,2021-04-01 03:00:00,9.1,3.1,66,0,,210,4,9,1017,0,1
2021-04-01 02:00:00,2021-04-01 04:00:00,8.1,3.2,71,0,,250,8,11,1016.6,0,1
2021-04-01 03:00:00,2021-04-01 05:00:00,8.1,3.2,71,0,,250,9,11,1016.3,0,2
2021-04-01 04:00:00,2021-04-01 06:00:00,8.4,3.4,71,0,,260,7,11,1016.1,0,2
2021-04-01 05:00:00,2021-04-01 07:00:00,8.1,3.2,71,0,,260,8,13,1015.8,0,2
2021-04-01 06:00:00,2021-04-01 08:00:00,9.1,4.1,71,0,,270,8,13,1016.1,0,2
2021-04-01 07:00:00,2021-04-01 09:00:00,11.1,6,71,0,,270,8,15,1016.4,0,3
2021-04-01 08:00:00,2021-04-01 10:00:00,13.9,6.7,62,0,,290,8,17,1016.2,0,3
2021-04-01 09:00:00,2021-04-01 11:00:00,17.1,5.1,45,0,,300,4,20,1016,21,3
2021-04-01 10:00:00,2021-04-01 12:00:00,16.1,5.1,48,0,,290,8,24,1016.1,1,3
2021-04-01 11:00:00,2021-04-01 13:00:00,17.1,5.1,45,0,,310,13,28,1015.7,0,3
2021-04-01 12:00:00,2021-04-01 14:00:00,16.4,5.1,47,0,,320,11,32,1015.6,0,3
2021-04-01 13:00:00,2021-04-01 15:00:00,15.1,8.1,63,0.2,,290,13,35,1015.4,0,3
2021-04-01 14:00:00,2021-04-01 16:00:00,17.1,7.2,52,0,,280,15,37,1015.2,7,3
2021-04-01 15:00:00,2021-04-01 17:00:00,15.1,7.2,59,0,,320,26,39,1015.8,2,3
2021-04-01 16:00:00,2021-04-01 18:00:00,14.4,6.5,59,0,,330,26,39,1016.3,5,7
2021-04-01 17:00:00,2021-04-01 19:00:00,11.1,7,76,0,,330,30,39,1017.4,0,7
2021-04-01 18:00:00,2021-04-01 20:00:00,9.1,6.2,82,0,,350,22,41,1018.1,0,4
2021-04-01 19:00:00,2021-04-01 21:00:00,9.1,6.2,82,0,,340,30,41,1019,0,4
2021-04-01 20:00:00,2021-04-01 22:00:00,7.9,6.2,89,0,,340,23,39,1019.5,0,4
2021-04-01 21:00:00,2021-04-01 23:00:00,7.1,4.1,81,0,,350,24,39,1020,0,4
2021-04-01 22:00:00,2021-04-02 00:00:00,6.1,3.1,81,0,,350,21,37,1020.7,0,7
2021-04-01 23:00:00,2021-04-02 01:00:00,5.1,3.1,87,0,,350,18,35,1021.2,0,4
2021-04-02 00:00:00,2021-04-02 02:00:00,5.3,2,79,0,,10,20,33,1021.3,0,4
2021-04-02 01:00:00,2021-04-02 03:00:00,5.1,2.1,81,0,,350,22,32,1021.4,0,4
2021-04-02 02:00:00,2021-04-02 04:00:00,5.1,1,75,0,,360,18,28,1021.8,0,3
2021-04-02 03:00:00,2021-04-02 05:00:00,3.1,0.2,81,0,,10,21,24,1021.9,0,2
2021-04-02 04:00:00,2021-04-02 06:00:00,2.7,0.3,84,0,,10,17,20,1021.8,0,2
2021-04-02 05:00:00,2021-04-02 07:00:00,2.1,0.2,87,0,,360,4,19,1021.7,0,2
