time,time_local,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2021-04-03 22:00:00,2021-04-04 00:00:00,1.1,-4,69,0,,20,2,13,1024.6,0,2
2021-04-03 23:00:00,2021-04-04 01:00:00,0.1,-3.8,75,0,,270,4,11,1024.6,0,1
2021-04-04 00:00:00,2021-04-04 02:00:00,-0.9,-4.9,74,0,0,250,5,8,1024.6,0,1
2021-04-04 01:00:00,2021-04-04 03:00:00,-1.9,-4.9,80,0,,250,5,9,1024.5,0,1
2021-04-04 02:00:00,2021-04-04 04:00:00,-0.9,-4.9,74,0,,260,4,5,1024.3,0,2
2021-04-04 03:00:00,2021-04-04 05:00:00,-1.9,-4.9,80,0,,230,8,9,1024,0,3
2021-04-04 04:00:00,2021-04-04 06:00:00,-2.9,-4.9,86,0,,220,2,8,1023.8,0,1
2021-04-04 05:00:00,2021-04-04 07:00:00,-2.9,-4.9,86,0,,190,2,5,1023.5,0,1
2021-04-04 06:00:00,2021-04-04 08:00:00,0.1,-3.8,75,0,0,180,2,5,1023.4,45,1
2021-04-04 07:00:00,2021-04-04 09:00:00,2.1,-2.8,70,0,,230,11,13,1023.1,60,1
2021-04-04 08:00:00,2021-04-04 10:00:00,5.1,-3,56,0,,270,15,21,1022.9,60,1
2021-04-04 09:00:00,2021-04-04 11:00:00,7.1,-2.9,49,0,,260,15,24,1022.4,60,1
2021-04-04 10:00:00,2021-04-04 12:00:00,8.1,-0.9,53,0,,290,15,29,1022,60,1
2021-04-04 11:00:00,2021-04-04 13:00:00,9.1,0,53,0,,270,17,29,1021.4,56,2
2021-04-04 12:00:00,2021-04-04 14:00:00,10.1,0.1,50,0,0,260,22,40,1020.5,45,3
2021-04-04 13:00:00,2021-04-04 15:00:00,10.1,0.1,50,0,,260,21,31,1019.4,34,3
2021-04-04 14:00:00,2021-04-04 16:00:00,11.1,0.2,47,0,,260,26,41,1018.3,40,3
2021-04-04 15:00:00,2021-04-04 17:00:00,10.1,0.1,50,0,,270,26,38,1017.4,34,2
2021-04-04 16:00:00,2021-04-04 18:00:00,10.1,0.1,50,0,,260,26,44,1016.6,43,2
2021-04-04 17:00:00,2021-04-04 19:00:00,9.1,0,53,0,,280,28,41,1016.2,50,2
2021-04-04 18:00:00,2021-04-04 20:00:00,7.1,0.1,61,0,0,290,24,35,1015.9,13,2
2021-04-04 19:00:00,2021-04-04 21:00:00,6.1,1,70,0,,280,24,37,1015.5,0,3
2021-04-04 20:00:00,2021-04-04 22:00:00,6.1,1,70,0,,260,21,35,1014.5,0,4
2021-04-04 21:00:00,2021-04-04 23:00:00,6.1,1,70,0,,270,22,35,1013.3,0,4
2021-04-04 22:00:00,2021-04-05 00:00:00,5.1,1,75,0,,220,18,39,1011.6,0,3
2021-04-04 23:00:00,2021-04-05 01:00:00,3.1,0.2,81,0,,230,21,26,1010.7,0,2
2021-04-05 00:00:00,2021-04-05 02:00:00,3.1,0.2,81,0,,220,21,33,1009.2,0,3
2021-04-05 01:00:00,2021-04-05 03:00:00,3.1,0.2,81,0,,230,21,33,1007.8,0,3
2021-04-05 02:00:00,2021-04-05 04:00:00,3.1,0.2,81,0,,230,22,35,1005.9,0,3
2021-04-05 03:00:00,2021-04-05 05:00:00,3.1,0.2,81,0,,210,21,37,1003.9,0,3
2021-04-05 04:00:00,2021-04-05 06:00:00,3.1,0.2,81,0,,220,21,39,1002.3,0,3
2021-04-05 05:00:00,2021-04-05 07:00:00,4.1,0.1,75,0,,220,28,43,1001.4,0,3
2021-04-05 06:00:00,2021-04-05 08:00:00,5.1,0.1,70,0,,220,32,45,999.7,0,4
2021-04-05 07:00:00,2021-04-05 09:00:00,6.1,0,65,0,,230,32,48,998.6,0,7
2021-04-05 08:00:00,2021-04-05 10:00:00,5.1,2.1,81,0.2,,240,35,52,997.9,0,7
2021-04-05 09:00:00,2021-04-05 11:00:00,5.1,3.1,87,0.7,,240,39,50,997.7,0,7
2021-04-05 10:00:00,2021-04-05 12:00:00,5.1,3.1,87,0.5,,250,35,50,997.9,0,7
2021-04-05 11:00:00,2021-04-05 13:00:00,4.1,2.1,87,0.7,,270,17,52,998.4,0,7
2021-04-05 12:00:00,2021-04-05 14:00:00,4.1,1.1,81,0.1,,280,32,52,998.7,0,7
2021-04-05 13:00:00,2021-04-05 15:00:00,4.1,0.1,75,0,,310,28,54,999.7,0,7
2021-04-05 14:00:00,2021-04-05 16:00:00,5.1,-1.8,61,0,,290,28,54,999.8,44,14
2021-04-05 15:00:00,2021-04-05 17:00:00,5.1,-3.9,52,0,,270,39,57,1000.2,54,21
2021-04-05 16:00:00,2021-04-05 18:00:00,5.1,-5.9,45,0,,280,39,57,1000.7,53,21
2021-04-05 17:00:00,2021-04-05 19:00:00,4.1,-6.8,45,0,,300,37,56,1001.3,53,21
2021-04-05 18:00:00,2021-04-05 20:00:00,2.1,-4.9,60,0,,290,35,54,1002.5,2,2
2021-04-05 19:00:00,2021-04-05 21:00:00,2.1,-3.8,65,0,,280,28,52,1003,0,2
2021-04-05 20:00:00,2021-04-05 22:00:00,1.1,-4,69,0,,270,28,50,1003.7,0,2
2021-04-05 21:00:00,2021-04-05 23:00:00,2.1,-3.8,65,0,,270,37,46,1003.9,0,2
2021-04-05 22:00:00,2021-04-06 00:00:00,1.1,-4,69,0,,270,32,45,1004.4,0,2
2021-04-05 23:00:00,2021-04-06 01:00:00,0.1,-3.8,75,0,,270,32,41,1005,0,2
2021-04-06 00:00:00,2021-04-06 02:00:00,0.1,-3.8,75,0,,260,26,39,1005.2,0,2
2021-04-06 01:00:00,2021-04-06 03:00:00,-0.9,-3.9,80,0,,260,24,39,1005.5,0,2
2021-04-06 02:00:00,2021-04-06 04:00:00,-0.9,-3.9,80,0,,250,21,37,1005.9,0,2
2021-04-06 03:00:00,2021-04-06 05:00:00,-0.9,-3.9,80,0,,250,22,35,1006.1,0,3
2021-04-06 04:00:00,2021-04-06 06:00:00,-1.9,-3.9,86,0,,250,21,32,1006,0,2
